age,income,visa_type,language_score,job_experience,country_risk,prior_rejection,funds_available,ties_to_home,rejected
58,11580.0,Tourist,4.9,20,2,0,294802.0,0.87,0
30,32707.0,Student,8.0,4,1,0,28344.0,0.36,0
35,12529.0,Work,5.3,11,1,0,87075.0,0.85,0
38,60535.0,Work,7.6,5,3,0,105078.0,0.3,0
18,150143.0,Work,7.7,7,2,0,38849.0,0.56,0
53,11965.0,Tourist,6.0,24,1,1,49213.0,0.59,1
25,2650.0,Work,4.3,18,3,0,14596.0,0.88,0
38,100289.0,Work,4.1,4,3,0,22703.0,0.41,0
38,104130.0,Tourist,6.5,14,1,1,49838.0,0.4,1
44,230199.0,Tourist,4.4,13,1,0,14462.0,1.0,0
36,84191.0,Work,7.6,15,2,0,124071.0,0.5,0
40,87156.0,Work,5.9,5,1,0,20790.0,0.76,0
52,7509.0,Work,7.4,16,3,0,69345.0,0.56,0
57,66539.0,Tourist,6.0,16,1,0,177781.0,0.39,0
59,551414.0,Work,7.1,15,2,0,11430.0,0.35,0
22,9610.0,Student,8.2,0,2,0,32790.0,0.4,0
58,3544.0,Student,8.4,17,2,0,6722.0,0.81,0
25,27197.0,Work,4.1,3,3,0,39431.0,0.92,0
28,89874.0,Work,7.2,21,2,0,19120.0,0.95,0
33,30478.0,Work,6.8,2,1,0,33711.0,0.3,0
56,319866.0,Work,7.2,24,1,0,392183.0,0.66,0
41,6060.0,Student,4.3,2,2,0,18644.0,0.65,0
38,2268.0,Student,4.3,12,2,0,138836.0,0.4,1
40,187869.0,Work,6.5,19,2,0,19167.0,0.71,0
55,2665.0,Student,4.3,3,2,0,170508.0,0.66,0
25,35443.0,Tourist,7.9,10,2,1,27107.0,0.95,0
24,180364.0,Student,7.9,20,1,0,101574.0,0.34,0
19,30468.0,Work,4.6,4,2,0,14446.0,0.72,0
47,7732.0,Student,6.3,1,3,0,60116.0,0.3,1
30,148514.0,Student,7.0,5,3,1,55656.0,0.65,1
40,28458.0,Student,8.3,24,1,0,70008.0,0.9,0
46,15815.0,Work,8.9,4,3,0,74470.0,0.63,0
55,259176.0,Work,4.1,0,3,1,15609.0,0.66,1
54,12529.0,Student,6.4,24,2,0,54012.0,0.47,0
37,8964.0,Student,8.0,22,1,0,7238.0,0.52,0
50,5687.0,Work,8.0,22,3,0,16068.0,0.71,0
46,136498.0,Work,6.7,10,1,0,96394.0,0.38,0
32,41834.0,Student,4.9,5,2,0,31040.0,0.54,0
40,10602.0,Tourist,6.8,16,2,0,14927.0,0.36,0
59,2544.0,Student,6.0,10,3,0,46335.0,0.92,1
20,182241.0,Tourist,6.0,6,1,0,94264.0,0.69,0
54,10838.0,Student,5.6,15,1,0,21037.0,0.67,0
46,1438.0,Work,4.7,19,2,0,19928.0,0.82,0
25,25110.0,Work,7.7,4,3,0,57528.0,0.32,0
39,103675.0,Work,7.5,6,1,0,51164.0,0.81,0
46,64874.0,Work,6.7,2,1,1,11978.0,0.94,0
19,24879.0,Student,5.8,1,3,0,3549.0,0.92,0
58,11354.0,Student,8.1,0,2,0,115145.0,0.42,1
18,9500.0,Student,4.8,7,2,0,28677.0,0.52,0
37,149337.0,Work,6.2,23,3,0,30511.0,0.39,0
38,1177.0,Tourist,7.3,6,1,0,55815.0,0.65,0
54,5304.0,Student,8.1,9,2,0,18215.0,0.47,0
25,19077.0,Work,7.2,13,2,0,42979.0,0.41,0
44,1106.0,Student,4.6,8,2,0,107839.0,0.48,1
52,15884.0,Student,4.5,10,3,0,45573.0,0.69,0
23,3497.0,Student,4.3,0,3,1,38947.0,0.6,1
36,44900.0,Student,6.8,18,3,0,12758.0,0.35,0
35,9323.0,Student,5.2,20,1,0,33667.0,0.61,0
18,12093.0,Tourist,4.8,13,1,0,15999.0,0.51,0
42,8395.0,Tourist,4.4,17,1,1,6383.0,0.98,1
44,60739.0,Tourist,7.2,22,2,0,15301.0,0.79,0
24,19863.0,Tourist,7.8,11,1,0,58932.0,0.56,0
59,91042.0,Work,8.3,21,2,0,18405.0,0.38,0
46,134853.0,Student,7.0,9,3,1,42371.0,0.34,1
48,14320.0,Work,5.8,17,1,1,12163.0,0.75,1
53,7741.0,Work,6.4,23,2,0,31452.0,0.35,0
36,11750.0,Work,7.2,2,1,0,1481.0,0.81,0
23,1193900.0,Work,7.6,3,1,0,33996.0,0.38,0
42,8724.0,Work,7.2,20,2,1,150000.0,0.34,1
48,16948.0,Work,8.8,21,1,1,21019.0,0.99,0
26,30385.0,Student,7.8,8,3,0,4374.0,0.97,0
37,50004.0,Work,7.8,11,1,0,42221.0,0.7,0
27,25721.0,Student,8.1,8,3,0,40475.0,0.94,0
54,315184.0,Student,6.3,8,3,0,186439.0,0.98,0
44,31381.0,Tourist,5.3,15,1,1,36115.0,0.61,0
30,17607.0,Work,8.1,23,1,0,62153.0,0.31,0
58,92394.0,Tourist,6.3,4,1,1,6351.0,0.73,1
19,5826.0,Work,7.0,4,3,0,812437.0,0.58,0
38,49454.0,Student,6.1,13,1,0,21296.0,0.77,0
50,12629.0,Tourist,6.0,19,2,1,51855.0,0.42,1
41,151518.0,Student,7.4,13,3,0,44899.0,0.99,0
59,170065.0,Tourist,7.3,14,1,0,151142.0,0.84,0
51,16964.0,Work,5.5,15,3,0,17129.0,0.51,0
26,5969.0,Tourist,4.9,6,1,0,123490.0,0.84,0
19,1348.0,Tourist,4.7,10,1,0,76329.0,0.9,0
47,30879.0,Student,4.6,3,1,0,85439.0,0.64,0
39,899.0,Tourist,8.1,4,1,0,12495.0,0.58,0
28,19389.0,Work,5.4,13,1,0,78067.0,0.47,0
34,9495.0,Student,7.4,8,2,0,25148.0,0.88,0
53,50873.0,Tourist,5.4,22,1,0,9599.0,0.59,0
30,21580.0,Tourist,7.3,8,3,0,24180.0,0.86,0
24,9419.0,Student,8.9,23,1,0,159244.0,0.91,0
33,78716.0,Tourist,4.3,10,1,0,45571.0,0.69,0
50,4286.0,Work,7.3,18,2,1,166096.0,0.42,1
18,51257.0,Student,5.4,18,1,0,321174.0,0.33,0
28,485660.0,Work,4.4,11,1,0,27749.0,0.79,0
23,93747.0,Work,4.4,14,2,1,73850.0,0.9,0
37,11990.0,Work,5.9,1,3,0,20217.0,0.91,1
52,4782.0,Work,6.7,11,1,0,19649.0,0.55,0
54,89500.0,Tourist,7.2,2,2,0,35907.0,0.45,0
58,3511.0,Tourist,6.8,14,2,0,41678.0,0.34,1
43,22226.0,Student,8.5,13,3,0,62047.0,0.46,0
29,65301.0,Work,4.8,18,2,0,100376.0,0.48,0
47,4849.0,Student,8.1,2,1,0,28138.0,0.71,0
45,4464.0,Work,6.6,14,2,1,59393.0,0.47,1
44,3051.0,Tourist,8.3,10,1,0,5167.0,0.47,0
59,240803.0,Student,6.1,21,1,0,18195.0,0.54,0
36,281465.0,Work,6.4,8,3,0,92732.0,0.76,0
22,275248.0,Tourist,6.1,6,2,0,84953.0,0.58,0
22,336424.0,Work,4.5,6,3,0,5166.0,0.81,0
58,8522.0,Student,4.7,6,1,0,39129.0,0.6,1
44,1452.0,Work,6.6,16,2,0,32104.0,0.86,0
45,283473.0,Tourist,6.7,3,1,1,45361.0,0.62,0
43,88767.0,Work,6.3,24,2,0,33081.0,0.87,0
44,78682.0,Work,4.1,3,1,1,49970.0,0.89,0
59,4628.0,Work,6.5,6,1,1,31165.0,0.84,1
38,25478.0,Work,4.7,1,2,0,27356.0,0.67,0
18,27970.0,Work,6.8,21,2,0,12057.0,0.75,0
45,20036.0,Student,5.4,4,1,1,7777.0,0.32,1
32,6152.0,Work,9.0,9,2,0,95401.0,0.5,0
34,1272.0,Tourist,5.8,17,2,0,42803.0,0.58,0
43,7122.0,Tourist,8.1,13,3,0,18081.0,0.34,1
37,297.0,Work,5.2,2,3,0,25234.0,0.88,0
42,11857.0,Work,4.9,2,3,0,35971.0,0.49,1
30,8756.0,Student,5.1,18,2,0,85004.0,0.42,1
50,3822.0,Student,5.7,20,2,0,83686.0,0.95,0
42,40187.0,Tourist,8.2,24,3,0,82362.0,0.3,0
25,13160.0,Student,7.8,12,3,0,12204.0,0.8,0
22,14666.0,Student,6.2,6,1,0,24306.0,0.33,0
23,177458.0,Work,4.9,5,2,0,68504.0,0.54,0
40,13608.0,Work,4.2,19,2,0,14795.0,0.5,0
47,43506.0,Work,7.1,12,1,1,1149.0,0.59,0
31,4339.0,Work,7.5,4,3,0,4463.0,0.53,0
40,32311.0,Work,7.0,5,1,0,12908.0,0.81,0
28,18886.0,Student,6.5,11,2,0,37661.0,0.74,0
48,25307.0,Tourist,8.9,7,3,0,46746.0,0.65,0
23,3508.0,Tourist,4.1,24,2,0,18121.0,0.55,0
28,4046.0,Work,8.9,17,3,0,53110.0,0.35,1
30,13105.0,Work,5.4,23,1,1,115550.0,0.75,1
29,162098.0,Student,5.9,14,2,0,37338.0,0.48,0
19,2539.0,Work,7.8,7,3,0,10873.0,0.47,1
52,273969.0,Work,5.1,12,3,0,116820.0,0.83,0
53,7633.0,Student,7.5,6,3,0,24748.0,0.51,0
34,24950.0,Work,5.7,15,1,0,220348.0,0.82,0
45,99102.0,Work,8.7,19,3,0,57547.0,0.83,0
45,12920.0,Tourist,4.9,24,1,0,26295.0,0.41,0
39,15284.0,Student,8.7,22,2,1,12036.0,0.5,0
55,192872.0,Work,8.0,4,2,0,73202.0,0.7,0
24,114112.0,Student,4.9,19,1,0,260192.0,0.99,0
32,63004.0,Student,5.9,21,3,0,16657.0,0.54,0
49,17695.0,Work,4.5,14,2,0,64824.0,0.9,0
28,19641.0,Work,7.0,21,1,0,60134.0,0.9,0
41,4410.0,Work,8.8,24,2,0,35297.0,0.52,0
20,14383.0,Work,4.4,22,1,1,9486.0,0.97,1
47,24369.0,Tourist,5.3,14,2,0,86413.0,0.34,0
23,20944.0,Work,7.8,0,2,0,135299.0,0.48,0
19,34343.0,Tourist,6.3,3,1,1,78663.0,0.67,0
31,116682.0,Student,5.7,19,3,0,7309.0,0.36,0
58,2282.0,Tourist,7.0,20,3,0,32909.0,0.86,1
35,8520.0,Student,5.5,20,2,0,57480.0,0.43,0
48,122598.0,Student,5.6,3,3,1,18553.0,0.93,1
30,890296.0,Student,8.0,14,2,0,47045.0,0.98,0
43,4400.0,Work,6.0,2,2,1,171049.0,0.81,1
29,8621.0,Student,7.5,5,1,0,54580.0,0.74,0
35,3093.0,Student,4.8,13,1,1,195642.0,0.71,1
26,1038.0,Work,6.0,1,1,1,11480.0,0.79,1
38,33247.0,Work,6.8,24,3,0,180548.0,0.92,0
57,53711.0,Work,5.3,21,3,0,32255.0,0.8,1
41,14053.0,Work,6.1,20,1,0,45667.0,0.86,0
51,14245.0,Tourist,7.8,15,1,0,12341.0,0.5,0
25,18645.0,Tourist,4.8,2,3,0,12358.0,0.88,0
50,9387.0,Student,6.5,19,2,0,11784.0,0.42,0
40,20633.0,Tourist,5.3,5,3,0,148481.0,0.32,0
30,176370.0,Student,6.1,2,3,0,78079.0,0.65,0
31,6367.0,Work,5.9,22,1,1,14381.0,0.6,1
31,14407.0,Tourist,7.3,14,2,0,429688.0,0.52,0
33,18188.0,Work,7.8,4,2,0,43534.0,0.42,0
55,9403.0,Tourist,6.5,0,2,0,32681.0,0.59,0
56,24389.0,Tourist,4.8,24,3,0,70189.0,0.81,1
43,518.0,Tourist,8.3,24,2,0,16644.0,0.89,0
43,52019.0,Work,4.9,16,3,0,26569.0,0.55,0
18,5124.0,Tourist,6.9,19,2,0,9050.0,0.33,0
49,6242.0,Student,6.6,11,2,0,9994.0,0.42,0
32,17133.0,Work,5.4,19,1,0,10883.0,0.45,0
38,2739.0,Work,8.8,9,3,0,107592.0,0.91,0
35,162236.0,Tourist,7.4,23,2,1,19005.0,0.44,1
47,6401.0,Student,6.3,1,1,0,15017.0,0.33,0
30,1142852.0,Tourist,6.2,22,1,0,15343.0,0.64,0
41,56687.0,Tourist,4.5,7,1,1,151834.0,0.35,1
47,9391.0,Tourist,7.9,18,2,0,7341.0,0.37,0
19,13911.0,Student,4.4,15,3,1,2889.0,0.56,1
36,27526.0,Tourist,5.0,18,1,0,223389.0,0.9,0
42,281554.0,Work,4.8,8,1,0,33534.0,0.91,0
31,91622.0,Student,4.3,7,3,0,33073.0,0.84,0
23,81869.0,Tourist,8.1,16,2,0,174538.0,0.39,0
29,13928.0,Student,8.5,14,3,0,64681.0,0.59,0
37,9411.0,Student,7.1,1,2,0,56112.0,0.45,0
40,57303.0,Student,8.4,3,2,0,47095.0,0.4,0
47,162813.0,Student,7.4,5,3,0,43265.0,0.8,0
47,17907.0,Work,7.4,14,3,0,36957.0,0.45,0
55,7887.0,Tourist,8.4,12,1,0,13473.0,0.99,0
47,4675.0,Tourist,4.5,2,2,1,39683.0,0.86,1
58,1790.0,Work,4.3,19,2,0,46367.0,0.86,0
47,11269.0,Work,4.3,15,2,0,44032.0,0.8,0
53,15039.0,Student,6.1,13,1,0,9047.0,0.46,0
51,21373.0,Work,8.7,3,3,0,29585.0,0.44,0
33,49635.0,Tourist,8.3,9,1,0,14938.0,0.46,0
41,10904.0,Student,7.9,22,1,0,19175.0,0.66,0
31,325438.0,Student,6.0,22,3,0,30761.0,0.39,0
43,3992.0,Tourist,8.1,22,3,0,28504.0,0.8,0
25,61338.0,Work,5.1,3,1,1,52942.0,0.86,0
31,3536.0,Student,6.9,11,2,0,158403.0,0.85,0
48,6151.0,Tourist,7.7,4,1,0,113158.0,1.0,0
19,33574.0,Student,4.5,3,1,0,34612.0,0.92,0
21,105399.0,Tourist,8.4,8,3,0,21376.0,0.9,0
18,14482.0,Work,7.6,19,3,0,3002.0,0.32,1
37,25007.0,Work,6.7,0,1,0,12461.0,0.79,0
31,146400.0,Work,4.3,15,2,0,67438.0,0.72,0
57,3522.0,Student,7.5,7,3,1,145023.0,0.8,1
42,69900.0,Work,6.2,12,1,0,44997.0,0.43,0
42,7835.0,Student,7.7,21,1,1,12602.0,0.63,1
20,31718.0,Student,4.2,17,1,0,18807.0,0.38,0
22,49494.0,Work,6.9,0,1,0,30270.0,0.98,0
55,3776.0,Student,6.2,6,1,0,44920.0,0.33,0
43,7188.0,Work,6.1,13,1,0,49486.0,0.96,0
57,59802.0,Work,6.6,7,2,0,63849.0,0.4,0
55,14911.0,Student,4.6,15,2,0,13521.0,0.38,1
55,7552.0,Student,8.7,13,1,0,13037.0,0.88,0
21,29499.0,Tourist,7.5,9,1,0,76869.0,0.75,0
24,4363.0,Student,4.4,8,2,0,189485.0,0.48,1
47,3737.0,Work,4.4,19,3,0,23215.0,0.41,1
47,612.0,Student,5.1,6,3,0,145875.0,0.35,1
36,37786.0,Student,5.2,4,3,0,57919.0,0.8,0
56,23109.0,Work,6.5,13,2,0,281649.0,0.42,0
52,49557.0,Tourist,6.7,17,3,0,567288.0,0.61,0
57,137694.0,Work,4.7,18,3,0,53971.0,0.95,1
50,15337.0,Work,8.9,7,3,0,47833.0,0.84,0
50,19845.0,Work,8.1,9,1,0,87353.0,0.68,0
31,36858.0,Work,7.2,10,2,0,53702.0,0.78,0
55,9366.0,Work,5.4,4,1,1,37665.0,0.78,1
27,2474.0,Student,8.6,14,1,0,23343.0,0.78,0
45,3915.0,Work,5.6,2,1,0,5795.0,0.85,0
31,20749.0,Student,5.6,23,3,0,74151.0,0.94,0
53,98685.0,Work,5.8,22,3,0,33143.0,0.94,0
55,231188.0,Work,4.2,6,2,0,9044.0,0.41,0
33,14371.0,Tourist,4.3,6,1,0,300702.0,0.78,0
38,28333.0,Work,6.4,20,1,0,7571.0,0.87,0
45,364474.0,Work,8.4,19,2,0,24112.0,0.47,0
50,47822.0,Work,8.7,21,2,0,163168.0,0.99,0
23,27060.0,Work,7.9,5,1,0,29872.0,0.31,0
58,30189.0,Student,6.0,21,1,0,25154.0,0.81,0
32,52730.0,Student,5.6,23,2,1,43046.0,0.71,0
20,3532.0,Work,5.1,5,1,0,29047.0,0.35,0
52,68928.0,Tourist,6.7,9,2,0,5897.0,0.56,0
31,42560.0,Work,6.4,19,3,0,41745.0,0.53,0
19,112685.0,Work,6.3,11,3,0,62752.0,0.31,0
46,46221.0,Student,5.6,3,3,0,30818.0,0.73,0
21,101913.0,Work,6.9,4,1,0,19275.0,0.44,0
43,5518.0,Tourist,7.0,22,3,0,36897.0,0.65,0
29,9003.0,Student,8.4,15,2,1,108000.0,0.96,1
19,27696.0,Work,7.8,12,2,1,46457.0,0.51,0
34,7138.0,Student,5.6,0,1,0,13257.0,0.39,0
52,79478.0,Tourist,5.9,0,3,0,141969.0,0.35,0
27,2635.0,Work,5.2,15,2,0,94603.0,0.45,0
39,17337.0,Student,4.9,20,1,0,163488.0,0.9,0
58,9417.0,Student,4.5,4,2,0,10617.0,0.95,1
38,7233.0,Work,4.2,16,1,0,47657.0,0.43,0
32,2817.0,Work,6.1,22,2,1,3281.0,0.92,1
52,23452.0,Work,8.8,6,1,0,214569.0,0.94,0
38,19445.0,Work,6.7,3,2,0,12657.0,0.75,0
38,383302.0,Work,7.7,1,1,1,22587.0,0.6,1
38,919772.0,Tourist,6.0,1,1,0,68753.0,0.65,0
49,4438.0,Tourist,5.9,3,1,0,14299.0,0.33,0
22,1268.0,Student,4.6,1,3,0,15105.0,0.6,1
56,3637.0,Work,5.5,0,2,0,25254.0,0.81,1
26,20075.0,Student,8.6,16,1,0,23546.0,0.78,0
35,119104.0,Work,6.5,7,3,0,100070.0,0.33,0
38,10698.0,Work,5.0,17,2,1,90693.0,0.58,1
25,52440.0,Work,7.3,8,1,0,235581.0,0.96,0
51,6644.0,Student,6.0,1,2,0,526034.0,0.94,0
27,10607.0,Tourist,8.1,3,1,0,51669.0,0.52,0
58,28288.0,Student,4.5,22,3,0,221936.0,0.68,1
41,21662.0,Tourist,6.6,6,3,0,33779.0,0.8,0
57,20867.0,Student,8.0,10,1,0,9558.0,0.32,0
41,4347.0,Student,8.3,7,2,0,7009.0,0.49,0
49,138530.0,Student,6.0,2,2,0,6551.0,0.74,0
50,136967.0,Tourist,7.7,16,3,1,18526.0,0.84,1
55,140453.0,Tourist,8.8,3,2,0,30893.0,0.42,0
51,7976.0,Work,7.1,15,2,0,3625.0,0.56,0
28,26346.0,Work,8.1,2,2,1,135510.0,0.37,1
48,10024.0,Work,6.9,19,2,1,17981.0,0.41,1
35,5105.0,Work,8.0,21,2,0,7978.0,0.38,0
40,33774.0,Tourist,8.7,15,2,0,41233.0,0.92,0
39,913.0,Tourist,7.6,0,3,0,178582.0,0.68,0
35,78453.0,Tourist,4.8,12,3,0,60630.0,0.31,0
57,3850.0,Work,4.4,16,1,0,4126.0,0.51,0
58,13773.0,Student,8.1,11,3,0,8999.0,0.3,1
56,732.0,Student,5.3,15,1,0,43511.0,0.62,1
37,331584.0,Work,8.4,1,3,1,142499.0,0.65,1
30,59121.0,Student,5.0,9,3,0,79801.0,0.64,0
18,25054.0,Student,8.6,2,3,0,2604.0,0.73,0
21,7846.0,Work,8.0,11,2,0,126742.0,0.79,0
41,4453.0,Work,8.4,20,2,1,72763.0,0.75,1
53,16310.0,Work,5.2,24,1,1,482979.0,0.98,0
53,34659.0,Student,8.4,5,2,0,28075.0,0.98,0
19,15603.0,Work,6.9,4,2,0,15448.0,0.45,0
45,48844.0,Work,4.4,23,1,0,87071.0,0.37,0
43,356323.0,Tourist,8.7,0,2,0,21372.0,0.65,0
40,4404.0,Student,5.0,22,2,0,11345.0,0.81,0
32,31405.0,Work,5.1,15,3,0,222150.0,0.98,0
53,300086.0,Student,7.5,7,2,0,120023.0,0.61,0
44,13820.0,Student,6.9,12,1,0,7819.0,0.4,0
23,17880.0,Student,8.5,24,1,0,21465.0,0.66,0
52,43998.0,Student,5.5,13,2,0,87144.0,0.53,0
56,60727.0,Tourist,4.2,10,1,0,25110.0,0.54,0
55,106367.0,Tourist,9.0,24,2,0,7352.0,0.63,0
52,25950.0,Student,5.6,11,1,0,239172.0,0.4,0
53,6686.0,Work,4.8,12,3,0,70285.0,0.35,1
27,51080.0,Student,8.9,7,1,0,162038.0,0.72,0
47,5165.0,Work,6.8,9,2,0,41607.0,0.5,0
58,36241.0,Student,4.7,2,1,0,50854.0,0.8,0
55,24733.0,Student,8.2,5,2,0,19769.0,0.77,0
46,23840.0,Student,8.7,20,1,0,16495.0,0.85,0
56,19469.0,Work,8.4,18,3,0,164610.0,0.34,1
21,98998.0,Student,5.0,17,1,0,48640.0,0.34,0
22,55662.0,Work,4.3,17,1,0,16478.0,0.31,0
21,62433.0,Student,5.9,19,1,1,86730.0,0.62,0
53,10988.0,Tourist,5.8,24,2,0,4728.0,0.4,0
33,1876.0,Student,6.0,17,2,0,11837.0,0.88,0
42,12141.0,Student,8.0,15,1,0,45132.0,0.71,0
31,42346.0,Work,4.0,20,2,0,281908.0,0.47,0
28,23123.0,Tourist,7.4,12,2,0,22553.0,0.75,0
46,11508.0,Tourist,8.9,23,3,0,3876.0,1.0,0
51,30704.0,Work,6.0,10,3,0,87393.0,0.52,0
39,14753.0,Student,6.4,17,2,0,135353.0,0.31,0
31,23699.0,Student,7.1,15,2,0,8843.0,0.49,0
41,1115.0,Tourist,5.4,13,2,1,157425.0,0.32,1
56,69614.0,Work,7.6,6,1,0,294705.0,0.75,0
43,55229.0,Work,5.0,5,3,0,9678.0,0.86,0
53,523543.0,Work,4.3,16,2,0,13633.0,0.91,0
56,7571.0,Work,8.0,22,2,0,27086.0,0.88,0
33,10355.0,Work,4.9,14,2,0,12700.0,0.95,0
55,28607.0,Work,7.7,9,3,0,50657.0,0.82,0
49,20928.0,Student,8.4,24,2,0,64657.0,0.3,0
23,235579.0,Student,4.2,16,2,1,250149.0,0.78,1
51,11938.0,Work,7.5,1,1,0,93333.0,0.74,0
25,17491.0,Tourist,7.2,22,2,0,3329.0,0.47,0
47,9478.0,Work,7.1,16,1,0,47308.0,0.99,0
44,216519.0,Work,5.5,12,3,0,2071.0,0.71,0
24,45743.0,Tourist,4.2,17,2,1,33811.0,0.57,0
44,232426.0,Student,4.5,18,2,0,17339.0,0.55,0
42,1745576.0,Student,5.4,1,2,0,65812.0,0.77,0
58,7015.0,Student,6.0,1,1,0,11540.0,0.64,0
32,111001.0,Tourist,8.6,17,1,0,31377.0,0.83,0
42,14986.0,Work,7.4,6,3,0,62602.0,0.34,1
39,7852.0,Tourist,4.1,9,3,0,18866.0,0.49,1
35,2442.0,Work,8.6,3,1,0,64007.0,0.41,0
29,536354.0,Student,7.6,3,2,0,11888.0,0.35,0
40,99018.0,Student,6.5,23,2,1,2403.0,0.41,1
56,15707.0,Tourist,6.3,20,1,0,38415.0,0.8,0
42,55989.0,Student,8.7,0,1,1,31228.0,0.51,0
27,1461.0,Tourist,6.8,1,3,0,16381.0,0.34,1
47,19119.0,Student,6.5,9,1,0,11081.0,0.49,0
27,7024.0,Student,7.9,14,3,0,44950.0,0.8,0
51,192597.0,Student,7.0,11,2,0,64937.0,0.54,0
30,213029.0,Tourist,5.2,2,1,0,71559.0,0.98,0
46,83757.0,Student,9.0,3,1,0,3605.0,0.41,0
55,91221.0,Student,5.4,8,1,0,22116.0,0.85,0
58,8310.0,Student,7.4,13,1,0,11342.0,0.84,0
26,64565.0,Student,6.4,9,1,0,72446.0,0.49,0
30,2782.0,Work,4.6,9,3,0,32794.0,0.75,0
54,2273.0,Tourist,8.8,4,1,0,31297.0,0.57,0
31,18803.0,Tourist,5.7,10,3,0,121143.0,0.58,0
54,48791.0,Student,7.3,13,3,0,11399.0,0.36,0
26,54025.0,Tourist,7.7,5,1,0,51636.0,0.32,0
25,3342.0,Work,6.0,10,2,0,3527.0,0.61,0
56,2149.0,Student,5.3,10,2,0,14154.0,0.67,1
57,11189.0,Work,4.3,2,3,0,151925.0,0.75,1
20,5916.0,Student,8.8,12,1,0,8241.0,0.64,0
57,55162.0,Tourist,6.9,17,3,0,17211.0,0.76,1
50,4821.0,Work,7.6,17,2,0,30751.0,0.41,0
49,406953.0,Student,6.3,5,2,0,16601.0,0.48,0
24,37932.0,Work,5.2,12,2,0,8072.0,0.51,0
36,17670.0,Work,9.0,5,1,0,7162.0,0.34,0
51,3940.0,Work,8.8,11,2,0,455365.0,0.66,0
31,3036.0,Student,8.3,6,3,0,53423.0,0.58,0
36,13611.0,Work,8.6,13,1,0,250421.0,0.56,0
43,9244.0,Work,6.9,8,2,1,34034.0,0.35,1
34,1640.0,Work,5.8,2,1,0,48421.0,0.4,0
45,172379.0,Tourist,5.7,14,1,0,112385.0,0.34,0
36,4197.0,Student,8.7,6,1,0,25682.0,0.82,0
44,37381.0,Work,8.8,6,3,0,3337.0,0.8,0
36,42758.0,Work,6.2,23,2,0,175022.0,0.34,0
50,1943.0,Student,7.0,20,2,0,60260.0,0.41,0
24,12369.0,Tourist,8.0,18,3,0,17098.0,0.68,0
46,2659.0,Student,7.5,1,3,0,147337.0,0.73,0
22,40595.0,Tourist,8.3,19,2,0,221224.0,0.56,0
47,24192.0,Work,7.0,23,2,0,23014.0,0.62,0
25,19616.0,Work,6.9,13,1,1,364981.0,0.99,0
59,6437.0,Tourist,5.9,4,1,0,10692.0,0.55,0
29,129515.0,Tourist,4.4,0,2,0,21602.0,0.49,0
59,12497.0,Tourist,4.3,11,2,0,6895.0,0.73,0
30,2402.0,Work,4.8,11,3,0,539040.0,0.57,0
43,5343.0,Student,4.3,18,1,1,125969.0,0.59,1
35,1085.0,Tourist,6.7,20,3,0,64537.0,0.92,0
59,8254.0,Work,6.0,21,3,0,27530.0,0.8,1
37,5633.0,Student,4.1,1,1,0,32385.0,0.61,0
33,62434.0,Tourist,4.1,23,3,0,89472.0,0.58,0
54,51966.0,Work,6.6,12,1,0,7662.0,0.58,0
20,30303.0,Work,6.7,11,3,0,26822.0,0.99,0
44,91188.0,Work,4.2,22,2,0,29508.0,0.7,0
32,3761.0,Tourist,7.3,22,3,0,25761.0,0.86,0
51,35507.0,Student,4.6,6,3,0,27380.0,0.5,0
39,2548.0,Student,6.5,20,1,0,115179.0,0.8,0
57,10772.0,Work,4.8,1,1,0,44950.0,0.79,1
40,36746.0,Tourist,4.2,7,3,1,89113.0,0.99,1
21,9920.0,Work,5.1,18,1,0,56746.0,0.52,0
58,255220.0,Work,6.3,18,1,0,18452.0,0.66,0
40,13068.0,Student,7.7,17,1,0,9665.0,0.65,0
26,73217.0,Work,5.3,1,3,0,86082.0,0.91,0
41,14812.0,Student,7.4,1,1,0,42310.0,0.49,0
38,26836.0,Work,8.3,12,2,0,32512.0,0.57,0
58,12739.0,Work,5.3,5,1,0,113501.0,0.96,0
33,28731.0,Tourist,6.6,7,2,0,3331.0,0.38,0
42,293600.0,Student,6.0,18,1,0,55704.0,0.44,0
43,222958.0,Student,4.1,5,2,0,21221.0,0.61,0
26,10607.0,Student,6.0,18,1,0,7177.0,0.61,0
32,15623.0,Student,5.9,8,2,0,22565.0,0.67,0
56,23772.0,Student,7.1,14,3,0,39287.0,0.59,1
50,57707.0,Tourist,8.3,16,2,0,100789.0,0.67,0
18,355659.0,Student,7.4,22,1,0,13543.0,0.86,0
22,151587.0,Tourist,5.8,7,2,0,9139.0,0.62,0
26,14763.0,Student,6.2,8,2,1,3133.0,0.34,1
23,40316.0,Tourist,8.4,4,2,0,182138.0,0.99,0
45,30902.0,Student,7.2,5,3,1,40205.0,0.96,1
43,8878.0,Tourist,5.9,20,1,0,19356.0,0.49,0
45,100742.0,Work,7.0,20,2,0,15804.0,0.4,0
57,507.0,Work,7.2,10,1,0,1900.0,0.52,0
32,99628.0,Work,6.4,6,2,0,4970.0,0.8,0
23,40856.0,Tourist,8.3,19,1,0,18357.0,0.93,0
44,1466.0,Work,8.1,14,1,0,234608.0,0.32,0
55,4616.0,Student,6.6,12,2,0,4072.0,0.96,0
21,993.0,Work,8.8,14,1,0,52432.0,0.32,0
